job_id,release_time,deadline,origin,destination,priority
J001,900,1800,L12,L08,1
J002,900,1800,L12,L08,1
J003,900,1800,L12,L08,1
J004,1800,2700,L08,L06,2
J005,1800,2700,L08,L06,2
J006,1800,2700,L08,L06,2
J007,1830,2700,L08,L07,2
J008,2700,4500,L02,L08,2
J009,2700,4500,L02,L08,2
J010,2700,4500,L02,L08,2
J011,2700,4500,L02,L08,2
J012,2700,4500,L02,L08,2
J013,2700,4500,L02,L08,2
J014,3600,4500,L01,L08,2
J015,3600,4500,L01,L08,2
J016,3600,4500,L01,L08,2
J017,3600,4500,L01,L08,2
J018,6000,6900,L08,L06,2
J019,6000,6900,L08,L06,2
J020,6000,6900,L08,L06,2
J021,6000,6900,L08,L06,2
J022,6000,6900,L08,L06,2
J023,6000,6900,L08,L06,2
J024,6000,6900,L08,L06,2
J025,6030,6900,L08,L07,2
J026,6300,7200,L15,L08,2
J027,6300,7200,L15,L08,2
J028,6300,7200,L15,L08,2
J029,6300,7200,L15,L08,2
J030,6300,7200,L15,L08,2
J031,6300,9900,L02,L10,2
J032,6300,9900,L02,L10,2
J033,6300,9900,L02,L10,2
J034,6300,9900,L01,L10,2
J035,6300,9900,L01,L10,2
J036,6300,9900,L01,L10,2
J037,6300,9900,L01,L10,2
J038,6300,9900,L01,L10,2
J039,6300,9900,L01,L10,2
J040,6300,9900,L01,L10,2
J041,6300,9900,L01,L10,2
J042,9900,11700,L10,L05,1
J043,9900,11700,L10,L05,1
J044,9900,11700,L10,L05,1
J045,9900,11700,L10,L05,1
J046,9900,11700,L10,L05,1
J047,9900,11700,L10,L05,1
J048,9900,11700,L10,L05,1
J049,9900,11700,L10,L05,1
J050,9900,11700,L10,L05,1
J051,10800,11700,L15,L08,2
J052,10800,11700,L15,L08,2
J053,10800,11700,L15,L08,2
J054,10800,11700,L15,L08,2
J055,10800,11700,L12,L10,1
J056,10800,11700,L12,L10,1
J057,10800,11700,L12,L10,1
J058,11700,12600,L10,L06,2
J059,11700,12600,L10,L06,2
J060,11700,12600,L10,L06,2
J061,11730,12600,L10,L07,2
J062,12600,14400,L02,L10,2
J063,12600,14400,L02,L10,2
J064,12600,14400,L02,L10,2
J065,12600,14400,L02,L10,2
J066,12600,14400,L02,L10,2
J067,12600,14400,L02,L10,2
J068,13500,14400,L01,L10,2
J069,13500,14400,L01,L10,2
J070,13500,14400,L01,L10,2
J071,13500,14400,L01,L10,2
J072,14400,14700,L11,L08,2
J073,14400,14700,L11,L08,2
J074,14400,14700,L11,L08,2
J075,14400,14700,L11,L08,2
J076,14400,16200,L08,L13,2
J077,14400,16200,L08,L13,2
J078,14400,16200,L08,L13,2
J079,14400,16200,L08,L13,2
J080,14400,16200,L08,L13,2
J081,14400,16200,L08,L13,2
J082,14400,14700,L12,L08,1
J083,14400,14700,L12,L08,1
J084,14400,14700,L12,L08,1
J085,14400,14700,L12,L08,1
J086,14400,14700,L12,L08,1
J087,15900,16800,L10,L06,2
J088,15900,16800,L10,L06,2
J089,15900,16800,L10,L06,2
J090,15900,16800,L10,L06,2
J091,15900,16800,L10,L06,2
J092,15900,16800,L10,L06,2
J093,15900,16800,L10,L06,2
J094,15930,16800,L10,L07,2
J095,16200,17100,L15,L10,2
J096,16200,17100,L15,L10,2
J097,16200,17100,L15,L10,2
J098,16200,17100,L15,L10,2
J099,16200,17100,L15,L10,2
J100,16200,19800,L02,L08,2
J101,16200,19800,L02,L08,2
J102,16200,19800,L02,L08,2
J103,16200,19800,L01,L08,2
J104,16200,19800,L01,L08,2
J105,16200,19800,L01,L08,2
J106,16200,19800,L01,L08,2
J107,16200,19800,L01,L08,2
J108,16200,19800,L01,L08,2
J109,16200,19800,L01,L08,2
J110,16200,19800,L01,L08,2
J111,19800,21600,L08,L05,1
J112,19800,21600,L08,L05,1
J113,19800,21600,L08,L05,1
J114,19800,21600,L08,L05,1
J115,19800,21600,L08,L05,1
J116,19800,21600,L08,L05,1
J117,19800,21600,L08,L05,1
J118,19800,21600,L08,L05,1
J119,19800,21600,L08,L05,1
J120,20700,21600,L15,L10,2
J121,20700,21600,L15,L10,2
J122,20700,21600,L15,L10,2
J123,20700,21600,L15,L10,2
J124,20700,21600,L12,L08,1
J125,20700,21600,L12,L08,1
J126,20700,21600,L12,L08,1
J127,21600,22500,L08,L06,2
J128,21600,22500,L08,L06,2
J129,21600,22500,L08,L06,2
J130,21630,22500,L08,L07,2
