job_id,release_time,deadline,origin,destination,priority
J001,6300,9900,L02,L10,2
J002,6300,9900,L02,L10,2
J003,6300,9900,L02,L10,2
J004,6300,9900,L02,L10,2
J005,6300,9900,L02,L10,2
J006,6300,9900,L02,L10,2
J007,6300,9900,L01,L10,2
J008,6300,9900,L01,L10,2
J009,6300,9900,L01,L10,2
J010,9900,11700,L10,L05,1
J011,9900,11700,L10,L05,1
J012,9900,11700,L10,L05,1
J013,9900,11700,L10,L05,1
J014,10800,11700,L15,L08,2
J015,10800,11700,L15,L08,2
J016,10800,11700,L15,L08,2
J017,10800,11700,L15,L08,2
J018,11700,12600,L10,L06,2
J019,11700,12600,L10,L06,2
J020,11700,12600,L10,L06,2
J021,11730,12600,L10,L07,2
J022,12600,14400,L02,L10,2
J023,12600,14400,L02,L10,2
J024,12600,14400,L02,L10,2
J025,12600,14400,L02,L10,2
J026,13500,14400,L01,L10,2
J027,13500,14400,L01,L10,2
J028,14400,14700,L11,L08,2
J029,14400,14700,L11,L08,2
J030,14400,16200,L08,L13,2
