job_id,release_time,deadline,origin,destination,priority
J001,6300,9900,L02,L10,2
J002,6300,9900,L02,L10,2
J003,6300,9900,L02,L10,2
J004,6300,9900,L02,L10,2
J005,6300,9900,L02,L10,2
J006,6300,9900,L01,L10,2
J007,6300,9900,L01,L10,2
J008,9900,11700,L10,L05,1
J009,9900,11700,L10,L05,1
J010,9900,11700,L10,L05,1
J011,10800,11700,L15,L08,2
J012,10800,11700,L15,L08,2
J013,11700,12600,L10,L06,2
J014,11700,12600,L10,L06,2
J015,11730,12600,L10,L07,2
J016,12600,14400,L02,L10,2
J017,12600,14400,L02,L10,2
J018,12600,14400,L02,L10,2
J019,13500,14400,L01,L10,2
J020,13500,14400,L01,L10,2
J021,14400,14700,L11,L08,2
J022,14400,14700,L11,L08,2
J023,14400,16200,L08,L13,2
J024,14400,16200,L08,L13,2
J025,14400,16200,L08,L13,2
J026,14400,16200,L08,L13,2
J027,14400,16200,L08,L13,2
J028,14400,16200,L08,L13,2
J029,14400,16200,L08,L13,2
J030,15900,16800,L10,L06,2
J031,15930,16800,L10,L07,2
J032,16200,17100,L15,L10,2
J033,16200,17100,L15,L10,2
J034,16200,17100,L15,L10,2
J035,16200,19800,L02,L08,2
J036,16200,19800,L02,L08,2
J037,16200,19800,L02,L08,2
J038,16200,19800,L02,L08,2
J039,16200,19800,L02,L08,2
J040,16200,19800,L01,L08,2
J041,16200,19800,L01,L08,2
J042,19800,21600,L08,L05,1
J043,19800,21600,L08,L05,1
J044,19800,21600,L08,L05,1
J045,20700,21600,L15,L10,2
J046,20700,21600,L15,L10,2
J047,21600,22500,L08,L06,2
J048,21600,22500,L08,L06,2
J049,21630,22500,L08,L07,2
J050,22500,24300,L02,L08,2
J051,22500,24300,L02,L08,2
J052,22500,24300,L02,L08,2
J053,23400,24300,L01,L08,2
J054,23400,24300,L01,L08,2
J055,24300,24600,L11,L10,2
J056,24300,26100,L10,L13,2
J057,24300,26100,L10,L13,2
J058,24300,26100,L10,L13,2
J059,24300,26100,L10,L13,2
J060,24300,26100,L10,L13,2
J061,24300,26100,L10,L13,2
J062,24300,26100,L10,L13,2
J063,24300,26100,L10,L13,2
J064,25800,26700,L08,L06,2
J065,25830,26700,L08,L07,2
J066,25830,26700,L08,L07,2
J067,26100,27000,L15,L08,2
J068,26100,27000,L15,L08,2
J069,26100,27000,L15,L08,2
J070,26100,27000,L15,L08,2
