job_id,release_time,deadline,origin,destination,priority
J001,10800,11700,L15,L08,2
J002,10800,11700,L15,L08,2
J003,10800,11700,L15,L08,2
J004,10800,11700,L15,L08,2
J005,11700,12600,L10,L06,2
J006,11700,12600,L10,L06,2
J007,11700,12600,L10,L06,2
J008,11730,12600,L10,L07,2
J009,12600,14400,L02,L10,2
J010,12600,14400,L02,L10,2
J011,12600,14400,L02,L10,2
J012,12600,14400,L02,L10,2
J013,12600,14400,L02,L10,2
J014,12600,14400,L02,L10,2
J015,13500,14400,L01,L10,2
J016,13500,14400,L01,L10,2
J017,14400,14700,L11,L08,2
J018,14400,14700,L11,L08,2
J019,14400,16200,L08,L13,2
J020,14400,16200,L08,L13,2
J021,14400,16200,L08,L13,2
J022,14400,16200,L08,L13,2
J023,14400,16200,L08,L13,2
J024,14400,16200,L08,L13,2
J025,14400,16200,L08,L13,2
J026,14400,16200,L08,L13,2
J027,14400,14700,L12,L08,1
J028,14400,14700,L12,L08,1
J029,15900,16800,L10,L06,2
J030,15930,16800,L10,L07,2
J031,16200,17100,L15,L10,2
J032,16200,17100,L15,L10,2
J033,16200,17100,L15,L10,2
J034,16200,17100,L15,L10,2
J035,16200,17100,L15,L10,2
J036,16200,19800,L02,L08,2
J037,16200,19800,L02,L08,2
J038,16200,19800,L02,L08,2
J039,16200,19800,L02,L08,2
J040,16200,19800,L02,L08,2
J041,16200,19800,L02,L08,2
J042,16200,19800,L02,L08,2
J043,16200,19800,L01,L08,2
J044,16200,19800,L01,L08,2
J045,16200,19800,L01,L08,2
J046,19800,21600,L08,L05,1
J047,19800,21600,L08,L05,1
J048,19800,21600,L08,L05,1
J049,19800,21600,L08,L05,1
J050,20700,21600,L15,L10,2
J051,20700,21600,L15,L10,2
J052,20700,21600,L15,L10,2
J053,20700,21600,L15,L10,2
J054,21600,22500,L08,L06,2
J055,21600,22500,L08,L06,2
J056,21600,22500,L08,L06,2
J057,21630,22500,L08,L07,2
J058,22500,24300,L02,L08,2
J059,22500,24300,L02,L08,2
J060,22500,24300,L02,L08,2
J061,22500,24300,L02,L08,2
J062,22500,24300,L02,L08,2
J063,22500,24300,L02,L08,2
J064,23400,24300,L01,L08,2
J065,23400,24300,L01,L08,2
J066,24300,24600,L11,L10,2
J067,24300,24600,L11,L10,2
J068,24300,26100,L10,L13,2
J069,24300,26100,L10,L13,2
J070,24300,26100,L10,L13,2
