job_id,release_time,deadline,origin,destination,priority
J001,12600,14400,L02,L10,2
J002,12600,14400,L02,L10,2
J003,12600,14400,L02,L10,2
J004,13500,14400,L01,L10,2
J005,13500,14400,L01,L10,2
J006,14400,14700,L11,L08,2
J007,14400,16200,L08,L13,2
J008,14400,16200,L08,L13,2
J009,14400,16200,L08,L13,2
J010,14400,16200,L08,L13,2
J011,14400,16200,L08,L13,2
J012,14400,16200,L08,L13,2
J013,14400,16200,L08,L13,2
J014,15900,16800,L10,L06,2
J015,15930,16800,L10,L07,2
J016,16200,17100,L15,L10,2
J017,16200,17100,L15,L10,2
J018,16200,17100,L15,L10,2
J019,16200,19800,L02,L08,2
J020,16200,19800,L02,L08,2
J021,16200,19800,L02,L08,2
J022,16200,19800,L02,L08,2
J023,16200,19800,L02,L08,2
J024,16200,19800,L01,L08,2
J025,16200,19800,L01,L08,2
J026,19800,21600,L08,L05,1
J027,19800,21600,L08,L05,1
J028,19800,21600,L08,L05,1
J029,20700,21600,L15,L10,2
J030,20700,21600,L15,L10,2
J031,21600,22500,L08,L06,2
J032,21600,22500,L08,L06,2
J033,21630,22500,L08,L07,2
J034,22500,24300,L02,L08,2
J035,22500,24300,L02,L08,2
J036,22500,24300,L02,L08,2
J037,23400,24300,L01,L08,2
J038,23400,24300,L01,L08,2
J039,24300,24600,L11,L10,2
J040,24300,26100,L10,L13,2
J041,24300,26100,L10,L13,2
J042,24300,26100,L10,L13,2
J043,24300,26100,L10,L13,2
J044,24300,26100,L10,L13,2
J045,24300,26100,L10,L13,2
J046,24300,26100,L10,L13,2
J047,25800,26700,L08,L06,2
J048,25830,26700,L08,L07,2
J049,26100,27000,L15,L08,2
J050,26100,27000,L15,L08,2
