job_id,release_time,deadline,origin,destination,priority
J001,6300,9900,L02,L10,2
J002,6300,9900,L02,L10,2
J003,6300,9900,L01,L10,2
J004,6300,9900,L01,L10,2
J005,6300,9900,L01,L10,2
J006,9900,11700,L10,L05,1
J007,9900,11700,L10,L05,1
J008,9900,11700,L10,L05,1
J009,9900,11700,L10,L05,1
J010,10800,11700,L15,L08,2
J011,10800,11700,L15,L08,2
J012,10800,11700,L15,L08,2
J013,10800,11700,L15,L08,2
J014,11700,12600,L10,L06,2
J015,11700,12600,L10,L06,2
J016,11700,12600,L10,L06,2
J017,11730,12600,L10,L07,2
J018,12600,14400,L02,L10,2
J019,12600,14400,L02,L10,2
J020,12600,14400,L02,L10,2
J021,13500,14400,L01,L10,2
J022,13500,14400,L01,L10,2
J023,14400,14700,L11,L08,2
J024,14400,14700,L11,L08,2
J025,14400,16200,L08,L13,2
J026,14400,16200,L08,L13,2
J027,14400,16200,L08,L13,2
J028,14400,16200,L08,L13,2
J029,14400,16200,L08,L13,2
J030,14400,14700,L12,L08,1
